loan_id,customer_id,loan_type,principal_amount,interest_rate,loan_status,start_date,end_date
700380,149,Mortgage,132339.28,13.94,Active,2020-10-30,2022-03-10
700381,2714,Personal,3530022.95,19.57,Active,2017-07-05,2021-02-16
700382,2770,SME,93198.93,14.45,Active,2021-09-27,2024-12-04
700383,7418,Personal,724019.55,16.32,Active,2022-03-01,2024-06-17
700384,3459,Personal,77196.3,20.64,Closed,2020-11-24,2027-03-28
700385,8367,Mortgage,1041312.4,27.55,Active,2015-12-01,2019-03-06
700386,8443,Personal,613405.21,20.75,Active,2017-07-23,2023-03-26
700387,1999,Personal,170372.59,21.53,Active,2019-04-29,2021-08-12
700388,563,SME,3466978.06,15.71,Active,2017-01-24,2022-07-05
700389,8792,Personal,278889.25,12.95,Active,2017-08-11,2022-09-10
700390,9940,Personal,271489.75,24.88,Defaulted,2017-11-26,2020-07-15
700391,9197,Mortgage,377024.76,12.57,Active,2015-10-24,2020-01-20
700392,5869,SME,636004.91,22.33,Closed,2016-10-23,2021-07-24
700393,8216,SME,108924.24,24.1,Active,2015-10-03,2018-03-12
700394,1107,SME,664537.89,12.7,Closed,2022-03-17,2027-03-04
700395,3433,Personal,325542.93,25.01,Active,2021-10-08,2024-09-30
700396,7995,Personal,274626.34,16.96,Active,2020-08-10,2026-04-10
700397,1431,SME,272998.02,27.81,Active,2016-12-24,2021-08-30
700398,1471,Personal,2686534.76,25.67,Active,2015-04-25,2017-02-14
700399,442,SME,1676831.55,24.47,Active,2017-10-28,2022-02-16
700400,9504,Personal,1249352.92,15.27,Active,2020-08-01,2025-11-01
700401,2410,Personal,288002.92,15.6,Active,2021-12-11,2027-02-24
700402,6164,SME,1927548.45,26.9,Active,2020-10-28,2023-11-03
700403,3293,Mortgage,410898.6,15.23,Active,2023-01-22,2026-07-10
700404,2019,Mortgage,2471836.07,20.92,Active,2020-07-23,2025-01-15
700405,3323,SME,413717.08,18.66,Active,2016-04-22,2019-02-05
700406,7511,SME,343631.1,12.55,Defaulted,2015-04-15,2018-06-23
700407,9579,SME,715458.86,21.97,Active,2019-11-05,2024-09-05
700408,6252,SME,58837.74,22.49,Defaulted,2021-01-25,2024-06-08
700409,272,Mortgage,114308.12,27.77,Active,2018-12-31,2024-04-24
700410,7988,SME,782521.11,22.71,Active,2022-04-28,2023-10-08
700411,4238,Personal,1282951.95,13.69,Active,2017-10-17,2021-06-07
700412,3811,Personal,1588405.58,18.65,Active,2021-03-12,2023-03-04
700413,4979,SME,1411085.44,23.83,Active,2015-11-17,2020-10-23
700414,9237,Mortgage,921001.86,18.42,Active,2021-02-02,2022-02-03
700415,9952,SME,1891219.16,15.9,Active,2016-05-26,2017-07-28
700416,6277,Mortgage,877208.71,20.43,Active,2019-03-07,2021-06-03
700417,7291,Personal,208485.8,13.57,Active,2022-01-07,2025-04-12
700418,4069,Mortgage,599045.96,25.38,Defaulted,2015-06-26,2019-10-08
700419,4694,Personal,1066447.67,24.7,Active,2021-06-13,2023-04-22
700420,6361,Personal,1038742.8,25.35,Closed,2020-10-04,2023-09-13
700421,3376,SME,791386.29,17.75,Defaulted,2017-03-02,2023-01-05
700422,5903,SME,243220.9,25.99,Defaulted,2020-11-25,2026-07-13
700423,4919,Personal,1503330.85,17.77,Defaulted,2016-03-02,2017-03-29
700424,5266,Personal,152046.43,12.48,Closed,2019-02-16,2024-09-14
700425,6007,Personal,80464.99,17.89,Active,2019-09-24,2022-05-11
700426,9187,SME,3455746.87,17.63,Defaulted,2021-03-12,2024-09-27
700427,2622,Personal,122659.07,27.02,Active,2020-05-28,2022-07-18
700428,8602,Personal,131652.52,27.66,Defaulted,2018-06-13,2024-08-10
700429,6163,Personal,1600302.15,25.6,Defaulted,2022-11-07,2028-08-18
700430,6507,SME,214998.87,26.89,Active,2020-02-23,2024-07-21
700431,2669,Personal,233926.01,12.73,Active,2021-02-20,2023-06-22
700432,2073,SME,310741.94,15.21,Active,2019-10-16,2020-12-29
700433,8451,SME,568779.75,15.63,Active,2016-12-24,2021-08-21
700434,2104,Mortgage,170692.47,21.51,Active,2017-07-16,2023-10-17
700435,4653,SME,1033342.71,19.56,Defaulted,2018-03-25,2021-02-06
700436,2910,Personal,510708.58,20.08,Closed,2019-01-28,2021-05-05
700437,588,Personal,126867.44,22.89,Active,2021-06-08,2023-05-15
700438,1520,Personal,767295.77,16.44,Active,2018-06-10,2022-10-24
700439,9040,SME,307405.34,25.41,Active,2021-01-20,2024-05-24
700440,4280,Personal,458054.32,13.26,Active,2022-02-05,2024-02-16
700441,9917,Mortgage,68294.12,18.62,Active,2022-08-30,2029-04-02
700442,6265,SME,348693.3,19.97,Closed,2016-11-05,2019-12-19
700443,1925,Mortgage,524071.1,24.11,Active,2015-03-23,2016-11-08
700444,7417,Personal,197111.67,20.47,Active,2022-10-01,2026-10-19
700445,4219,SME,518474.66,13.29,Active,2020-11-09,2024-07-27
700446,4955,Mortgage,486565.68,26.98,Active,2016-12-15,2019-05-03
700447,8502,Personal,590900.72,24.97,Closed,2015-05-24,2018-02-09
700448,9077,SME,763770.69,22.71,Active,2015-12-19,2018-12-12
700449,3808,Personal,1630576.67,26.16,Active,2016-09-02,2022-11-30
700450,2707,SME,429954.19,13.67,Active,2017-03-10,2020-08-30
700451,4939,Personal,548032.16,20.05,Active,2017-05-22,2023-04-02
700452,6326,Mortgage,281998.64,20.9,Active,2022-09-08,2024-10-27
700453,7366,SME,2452647.04,22.84,Active,2023-01-02,2025-05-23
700454,7829,Mortgage,437876.5,22.6,Active,2022-03-07,2024-01-27
700455,1065,Personal,674125.23,20.07,Defaulted,2015-07-28,2021-11-10
700456,2760,Personal,210890.8,16.26,Active,2021-10-07,2028-04-06
700457,5313,Mortgage,1588334.07,15.85,Active,2022-08-13,2028-03-02
700458,4924,Mortgage,151608.95,22.6,Active,2019-08-10,2021-06-13
700459,8250,Personal,717948.69,26.81,Active,2022-02-25,2026-08-27
700460,9297,Personal,930583.99,28.0,Closed,2022-01-06,2027-11-01
700461,2443,Personal,1813390.0,13.92,Active,2020-04-03,2024-01-08
700462,9516,SME,1438098.96,22.33,Active,2016-11-20,2022-08-18
700463,178,Personal,875478.13,25.41,Closed,2017-02-14,2022-07-22
700464,8687,Mortgage,420672.85,23.81,Active,2019-12-04,2024-07-03
700465,2759,Mortgage,403009.42,17.81,Closed,2023-02-24,2029-10-05
700466,4846,Mortgage,473770.17,26.14,Active,2016-09-21,2019-09-06
700467,176,Personal,903076.2,26.37,Closed,2019-06-26,2024-03-04
700468,8250,Mortgage,252281.93,23.35,Active,2021-10-27,2026-06-15
700469,9762,SME,293503.79,21.31,Closed,2019-02-25,2025-01-07
700470,1628,Personal,888060.6,23.5,Defaulted,2015-08-30,2017-01-10
700471,5686,Personal,515235.25,18.68,Closed,2016-05-14,2017-07-12
700472,9503,Personal,70701.18,24.3,Active,2018-08-11,2020-11-22
700473,5489,Personal,286849.29,27.37,Active,2016-12-04,2018-01-18
700474,6341,Mortgage,191816.94,27.73,Active,2020-08-21,2026-05-05
700475,2436,Mortgage,137236.96,24.6,Closed,2021-11-21,2025-10-28
700476,3717,Personal,6662775.29,21.95,Active,2015-09-08,2017-07-30
700477,431,SME,54364.94,21.01,Defaulted,2022-04-02,2026-05-17
700478,6722,Personal,1021306.52,20.22,Active,2022-06-30,2025-07-13
700479,9964,Personal,418653.4,27.87,Active,2019-02-05,2024-05-13
700480,4829,Mortgage,335268.14,12.58,Active,2015-05-15,2020-09-10
700481,6379,Personal,439084.71,14.37,Active,2021-09-11,2025-02-09
700482,7248,SME,346398.59,20.54,Active,2015-06-04,2021-06-03
700483,4153,Personal,1121247.9,23.32,Active,2022-03-14,2026-05-10
700484,6221,Personal,153801.44,18.56,Closed,2021-12-22,2025-02-02
700485,3871,Personal,744125.26,12.75,Active,2018-06-14,2024-01-04
700486,1172,Personal,142267.33,12.36,Closed,2020-10-21,2026-07-21
700487,8443,Personal,232852.95,26.84,Active,2017-03-27,2018-09-08
700488,1476,Personal,1914865.8,17.37,Active,2022-11-17,2025-02-19
700489,5831,Mortgage,1343913.36,12.62,Closed,2020-12-02,2023-10-04
700490,5153,Personal,2574641.45,15.07,Closed,2018-04-13,2021-11-25
700491,2653,SME,538190.57,24.14,Closed,2016-11-01,2021-11-27
700492,8088,SME,554870.67,25.94,Active,2023-01-23,2027-03-29
700493,8386,Personal,1316800.22,12.94,Active,2022-04-08,2024-12-25
700494,5448,SME,492699.82,13.76,Active,2023-02-19,2025-09-30
700495,9180,SME,664627.35,22.63,Closed,2022-09-20,2028-07-31
700496,2443,SME,541296.51,17.81,Closed,2016-03-30,2018-04-03
700497,2281,SME,121657.02,12.34,Active,2021-03-17,2022-06-01
700498,4279,Personal,445588.33,18.66,Closed,2015-12-31,2021-08-02
700499,8387,Personal,204206.13,18.84,Active,2021-01-15,2022-12-19
700500,3617,Mortgage,759965.22,22.7,Active,2017-09-23,2023-12-11
700501,2365,Personal,941518.48,17.65,Active,2022-11-04,2024-10-31
700502,9501,Mortgage,1165468.07,19.92,Closed,2018-08-11,2020-10-08
700503,3445,Personal,395261.39,23.7,Active,2016-01-26,2018-04-06
700504,3276,SME,497696.6,24.47,Active,2023-02-17,2024-05-11
700505,2090,Personal,132176.43,17.75,Active,2015-11-23,2019-06-13
700506,9890,SME,56922.26,15.11,Active,2021-12-12,2023-06-21
700507,1146,Personal,570776.23,16.0,Closed,2016-09-07,2021-12-27
700508,4249,Personal,53997.21,26.92,Active,2020-11-09,2025-06-28
700509,8520,Personal,145201.78,19.79,Closed,2020-02-13,2021-03-14
700510,1422,Personal,107806.71,14.42,Active,2020-06-30,2022-09-01
700511,2475,Mortgage,435863.75,14.22,Closed,2018-07-23,2025-03-11
700512,7334,Mortgage,361109.29,27.53,Active,2021-03-13,2026-08-18
700513,1145,Personal,1273050.78,17.64,Active,2016-10-07,2019-10-10
700514,2830,Mortgage,684213.2,27.29,Active,2021-12-02,2026-01-25
700515,1366,Mortgage,778043.69,25.15,Defaulted,2016-10-17,2019-12-21
700516,6315,Personal,2448149.82,21.46,Closed,2021-12-08,2028-09-17
700517,3473,SME,884706.08,21.8,Active,2022-10-09,2025-11-03
700518,1552,Personal,916075.73,20.75,Active,2020-03-10,2024-10-30
700519,1256,Personal,957040.84,16.5,Active,2016-06-12,2020-11-04
700520,1855,Mortgage,1883232.92,17.05,Defaulted,2016-02-08,2021-09-12
700521,588,Personal,251289.05,14.63,Closed,2018-09-03,2021-09-13
700522,3075,Personal,552783.87,13.33,Active,2021-01-08,2023-03-21
700523,3245,Personal,345637.87,18.49,Active,2021-12-29,2028-07-20
700524,7043,SME,3301191.16,21.48,Defaulted,2015-06-20,2016-11-20
700525,5982,SME,615657.19,23.64,Active,2023-01-22,2027-09-03
700526,8745,SME,469122.05,25.8,Closed,2022-02-12,2026-12-09
700527,3561,Mortgage,278861.39,19.26,Active,2017-09-05,2022-06-26
700528,6728,SME,339416.0,26.64,Closed,2017-02-28,2023-04-15
700529,6577,SME,1464487.6,27.29,Defaulted,2018-01-08,2022-10-05
700530,817,Personal,153346.68,27.91,Active,2019-03-25,2023-06-28
700531,2351,Personal,955713.8,12.07,Defaulted,2022-05-15,2029-02-16
700532,23,Personal,392618.37,20.18,Defaulted,2019-02-10,2022-05-03
700533,7693,SME,518455.74,12.22,Closed,2018-07-02,2021-07-29
700534,1598,Mortgage,476724.31,20.96,Active,2022-06-22,2027-03-14
700535,9900,SME,818643.99,24.55,Defaulted,2015-06-18,2019-09-11
700536,8423,Personal,460137.22,14.36,Closed,2021-01-10,2027-11-05
700537,1201,Personal,806298.29,16.77,Closed,2017-02-27,2023-12-22
700538,3425,Personal,320389.72,13.38,Active,2019-02-12,2023-11-10
700539,1792,Mortgage,277375.63,19.09,Closed,2022-11-15,2027-11-03
700540,4125,SME,1793093.18,18.74,Active,2016-06-22,2020-06-04
700541,2128,SME,368964.75,22.12,Defaulted,2020-09-02,2025-09-30
700542,2038,Personal,321372.66,16.17,Active,2021-05-15,2025-04-01
700543,1836,Mortgage,2937199.86,14.52,Active,2016-03-03,2017-06-20
700544,9814,Mortgage,1304981.38,20.87,Active,2017-10-09,2023-07-09
700545,9470,SME,816306.3,14.31,Defaulted,2020-05-24,2026-03-02
700546,8237,Mortgage,1371878.72,22.99,Closed,2017-03-05,2020-11-25
700547,4428,Mortgage,840848.97,16.11,Active,2016-06-28,2017-08-08
700548,1862,Personal,469503.53,26.29,Defaulted,2015-11-21,2017-12-25
700549,2382,Personal,1836793.73,19.7,Active,2016-05-24,2021-09-17
700550,1099,Mortgage,317671.13,26.84,Active,2016-08-16,2022-05-12
700551,4475,Personal,337130.05,20.67,Active,2019-08-03,2023-05-01
700552,933,Personal,395842.29,13.11,Active,2019-12-07,2023-06-03
700553,7458,SME,82804.7,25.1,Closed,2018-04-20,2022-05-17
700554,3550,Personal,1601615.4,24.49,Active,2017-06-12,2019-03-25
700555,214,Personal,350206.27,15.72,Active,2018-03-10,2023-01-08
700556,9612,Personal,597032.53,14.24,Active,2018-01-22,2020-05-31
700557,9673,Mortgage,126328.43,17.96,Active,2020-05-04,2021-11-28
700558,9996,Personal,284764.52,20.51,Active,2019-03-14,2025-02-25
700559,5974,SME,105102.42,16.65,Defaulted,2017-11-24,2021-11-13
700560,9534,Personal,3577190.34,26.8,Active,2015-08-07,2021-05-14
700561,7914,Personal,325110.55,23.85,Active,2018-11-18,2024-05-04
700562,8765,Personal,327369.22,19.96,Active,2016-04-10,2018-02-05
700563,7817,Personal,403455.59,21.78,Closed,2019-06-05,2021-10-27
700564,8730,Mortgage,456351.41,18.52,Defaulted,2020-01-05,2022-05-24
700565,5791,Personal,190829.02,23.3,Active,2020-10-03,2025-02-05
700566,5040,Personal,175009.27,16.16,Active,2018-06-21,2024-06-29
700567,6858,Personal,529049.26,24.67,Closed,2022-03-11,2026-11-14
700568,5514,Personal,163003.45,22.65,Closed,2018-12-29,2023-04-29
700569,1918,Personal,74691.76,14.02,Defaulted,2019-06-16,2022-02-13
700570,7967,Personal,1564690.39,17.73,Closed,2021-02-04,2022-05-07
700571,8070,Personal,362650.53,20.93,Active,2021-01-02,2025-02-15
700572,5031,Personal,1157209.37,27.31,Closed,2020-02-16,2025-06-20
700573,9574,Personal,125450.31,15.27,Active,2016-04-26,2022-03-06
700574,5926,Personal,584389.92,13.09,Active,2015-12-09,2019-01-11
700575,7472,SME,305888.16,12.06,Active,2015-01-24,2020-07-15
700576,6912,Mortgage,235952.6,25.21,Active,2016-06-28,2022-03-09
700577,9201,Personal,1034636.41,16.0,Closed,2019-04-19,2025-05-31
700578,9187,Personal,353524.3,14.05,Closed,2021-01-28,2023-10-11
700579,5295,Mortgage,622521.98,13.02,Closed,2021-11-22,2023-09-01
700580,8020,Mortgage,830153.32,16.28,Active,2021-03-14,2024-09-20
700581,6238,Personal,228640.41,22.38,Active,2015-08-30,2018-10-07
700582,3331,Personal,319204.67,13.74,Active,2015-09-20,2018-10-17
700583,8839,SME,87054.16,17.94,Defaulted,2022-03-15,2024-02-27
700584,7527,Mortgage,133777.96,22.02,Active,2019-04-06,2023-08-22
700585,1172,SME,313752.07,20.78,Active,2016-09-23,2023-06-20
700586,7725,SME,805872.47,27.02,Defaulted,2021-01-10,2024-07-18
700587,7620,Personal,768338.97,22.04,Active,2016-02-29,2021-03-29
700588,1122,Mortgage,56797.1,16.09,Active,2020-12-26,2026-06-14
700589,9801,Personal,499734.25,21.38,Active,2020-11-16,2024-05-13
700590,1053,Personal,2545635.51,18.93,Active,2019-12-15,2024-01-22
700591,3543,SME,215745.09,19.9,Closed,2016-09-12,2018-12-28
700592,9285,Mortgage,98255.83,22.39,Active,2019-04-19,2024-10-05
700593,5651,Mortgage,765997.41,15.52,Active,2018-04-28,2024-04-07
700594,5542,Personal,1964462.78,16.54,Active,2015-02-08,2021-03-01
700595,7782,Mortgage,404009.43,27.85,Active,2020-03-18,2021-12-11
700596,3796,Personal,399768.8,12.96,Closed,2019-03-12,2020-06-11
700597,2133,SME,399954.29,23.93,Closed,2015-09-11,2017-11-13
700598,8038,Personal,1944749.65,25.48,Defaulted,2018-03-01,2020-07-23
700599,5308,Mortgage,148359.92,18.77,Closed,2023-02-24,2027-01-18
700600,7180,SME,496035.41,15.8,Defaulted,2018-11-30,2021-05-22
700601,2596,Mortgage,784892.57,25.36,Closed,2023-02-26,2026-09-02
700602,4785,SME,273939.9,18.23,Active,2022-03-10,2023-10-20
700603,1948,Personal,194304.66,15.3,Defaulted,2022-10-07,2023-10-31
700604,1888,SME,464972.62,13.16,Active,2016-12-03,2019-11-30
700605,7444,SME,298073.19,19.4,Active,2015-07-20,2020-07-06
700606,9405,Personal,2591572.1,24.67,Active,2022-09-11,2026-01-30
700607,9326,Personal,310472.01,27.62,Active,2021-09-17,2025-09-29
700608,4868,Mortgage,413044.72,19.16,Active,2021-10-10,2025-03-26
700609,3012,Personal,529764.3,26.58,Closed,2020-02-01,2026-04-04
700610,8366,Personal,289200.57,18.01,Active,2021-08-29,2025-12-16
700611,2142,Mortgage,529015.63,19.81,Closed,2017-05-06,2022-07-18
700612,8369,SME,1483131.11,18.29,Active,2019-10-03,2025-08-25
700613,3960,Personal,581495.11,13.29,Active,2021-11-03,2027-05-12
700614,1248,Personal,3379526.5,16.25,Active,2021-11-19,2023-03-26
700615,4496,Personal,377190.75,23.13,Active,2021-05-20,2023-03-27
700616,6469,Mortgage,203592.69,26.05,Defaulted,2018-01-16,2021-10-03
700617,275,Personal,2108639.64,15.44,Active,2019-04-11,2022-10-09
700618,7355,Personal,78637.56,15.93,Closed,2015-12-01,2018-04-27
700619,7396,Personal,426617.61,14.21,Active,2019-05-31,2024-09-15
700620,898,Personal,106902.42,16.99,Active,2021-11-03,2023-07-26
700621,8461,Mortgage,690811.17,18.93,Closed,2018-02-09,2021-09-09
700622,6777,Personal,441299.27,16.73,Closed,2020-02-07,2023-11-30
700623,7954,SME,332101.33,24.87,Active,2017-07-14,2023-08-31
700624,8442,SME,419747.81,14.16,Active,2021-02-23,2024-12-16
700625,8579,Personal,143224.46,18.88,Active,2015-06-17,2019-06-06
700626,5153,SME,278943.29,14.56,Closed,2020-06-28,2022-03-11
700627,2509,Mortgage,1995391.31,26.71,Active,2016-04-26,2021-01-04
700628,5044,Mortgage,815099.09,26.67,Closed,2016-11-08,2017-12-24
700629,861,Personal,563485.33,14.66,Closed,2015-11-23,2019-09-28
700630,2529,SME,627230.77,27.1,Active,2021-10-16,2024-02-13
700631,2696,SME,240699.5,13.77,Closed,2020-10-30,2022-09-04
700632,8519,SME,1200960.97,20.44,Closed,2017-07-30,2018-08-25
700633,8683,SME,248604.82,14.75,Active,2019-05-18,2020-06-22
700634,8075,Personal,228348.61,12.68,Closed,2021-07-04,2022-09-04
700635,8903,Mortgage,1641775.1,18.89,Active,2019-06-25,2020-07-15
700636,4918,SME,206729.4,15.36,Active,2016-05-02,2019-02-13
700637,5254,SME,324342.65,12.61,Closed,2019-02-09,2023-07-14
700638,848,Personal,1583859.92,21.01,Defaulted,2019-12-02,2023-11-30
700639,832,Personal,2993836.33,20.93,Defaulted,2019-08-13,2022-04-19
700640,2844,SME,223255.8,23.84,Closed,2015-12-13,2017-11-09
700641,7672,SME,236176.71,23.54,Closed,2016-07-27,2022-10-26
700642,2460,SME,445661.61,26.51,Closed,2021-06-14,2024-11-22
700643,6524,SME,1252659.88,17.03,Closed,2017-01-17,2019-07-24
700644,1966,Personal,160022.32,24.95,Closed,2016-08-10,2022-05-24
700645,8502,SME,426303.77,12.11,Defaulted,2021-05-21,2024-08-21
700646,3755,Personal,545639.29,21.16,Closed,2015-10-22,2021-03-03
700647,3488,SME,2160579.42,14.38,Active,2021-11-01,2023-03-24
700648,6214,Personal,455761.45,22.35,Active,2020-02-23,2023-02-28
700649,6481,Mortgage,118168.69,13.61,Closed,2018-10-03,2021-01-18
700650,9247,Personal,420381.47,13.57,Active,2019-05-04,2025-05-21
700651,2727,Mortgage,279954.51,27.38,Closed,2022-09-18,2026-10-15
700652,6423,Mortgage,763837.16,20.43,Active,2015-03-08,2017-12-06
700653,5792,Personal,200757.88,16.95,Active,2020-02-01,2024-02-07
700654,6740,Personal,313471.32,18.11,Active,2016-10-06,2022-07-13
700655,7639,Mortgage,530626.44,21.03,Closed,2021-11-13,2024-04-12
700656,6627,Personal,489589.8,19.13,Closed,2019-09-30,2021-11-18
700657,5083,Personal,728249.68,23.86,Closed,2021-06-04,2024-07-24
700658,7595,SME,213908.67,24.48,Active,2020-04-11,2025-02-19
700659,7978,Mortgage,1221702.69,20.77,Active,2018-03-10,2023-01-16
700660,3521,SME,758991.53,25.26,Active,2017-09-13,2023-11-18
700661,5858,Personal,3399791.55,16.25,Active,2017-07-24,2022-03-03
700662,9802,Personal,1241945.71,20.6,Closed,2021-05-31,2025-01-29
700663,88,SME,4355555.84,27.0,Active,2018-03-09,2019-09-01
700664,2666,Personal,829175.05,16.45,Active,2018-11-20,2022-08-16
700665,1425,Personal,207273.42,22.0,Defaulted,2015-09-30,2017-05-02
700666,9501,Mortgage,308755.98,14.22,Closed,2020-01-26,2022-08-13
700667,4087,Personal,871796.99,25.12,Active,2015-03-07,2021-12-14
700668,7517,SME,705578.02,20.93,Defaulted,2021-06-21,2023-11-04
700669,8179,Personal,129751.09,24.31,Active,2019-05-01,2026-01-06
700670,7007,Personal,478102.12,17.76,Active,2016-03-27,2021-06-21
700671,4979,Personal,1311537.16,21.05,Active,2019-09-20,2023-10-14
700672,1397,SME,117582.97,21.01,Defaulted,2021-03-04,2022-10-03
700673,7333,SME,581306.39,26.16,Active,2021-12-26,2027-03-25
700674,495,Mortgage,982697.72,21.57,Closed,2020-04-12,2022-05-08
700675,4792,Personal,1949812.7,16.09,Active,2020-12-20,2027-07-06
700676,1226,Personal,758985.14,18.71,Active,2021-01-26,2022-05-26
700677,4495,SME,395544.68,23.39,Active,2018-07-24,2024-12-18
700678,6678,Mortgage,2162911.35,20.54,Active,2022-07-24,2026-05-04
700679,7507,Personal,161059.97,24.52,Active,2015-05-25,2018-06-23
700680,244,Mortgage,1458810.25,19.26,Closed,2020-01-17,2024-03-20
700681,4299,Personal,1027701.32,27.93,Closed,2022-01-25,2027-09-29
700682,5631,SME,317468.06,24.77,Active,2021-02-13,2025-02-26
700683,8529,Personal,150408.54,20.77,Active,2018-12-12,2023-04-02
700684,3171,Personal,1182049.83,20.47,Closed,2016-05-15,2018-10-01
700685,3227,Personal,857121.67,17.99,Closed,2018-08-21,2021-07-25
700686,3869,SME,507817.47,17.78,Closed,2020-09-14,2021-09-20
700687,5881,SME,482274.69,27.34,Defaulted,2016-05-10,2021-09-23
700688,4168,Personal,409525.21,17.51,Active,2021-08-04,2028-01-15
700689,4976,SME,604732.81,20.49,Closed,2016-05-18,2019-10-03
700690,8670,Personal,1102609.22,21.9,Closed,2019-02-03,2021-11-05
700691,1901,Personal,165906.02,21.2,Defaulted,2016-04-19,2017-08-16
700692,1585,Mortgage,962838.53,23.64,Active,2019-03-22,2024-07-06
700693,7631,Personal,349337.9,20.54,Active,2016-05-04,2018-07-12
700694,5343,SME,725789.75,15.99,Active,2020-05-17,2022-06-22
